bankName,totalAssets,totalLoans,loansCI_US,loansCI_foreign,cdsSold,cdsBought,year,quarter,totalCI,cdsNetBuy,date,mon,leverage,loansCI_to_totalAssets,loansCI_to_totalLoans,netCDS_to_loansCI
F.N.B. CORPORATION,16836073,11877220,2344846,0,74010,37966,2015,3,2344846,-36044,2015-09-01,9,0.7054626099566093,0.13927511480854235,0.19742380792811787,-0.01537158517019881
HSBC NORTH AMERICA HOLDINGS INC.,291611246,101394595,24201250,11454414,99808667,101459173,2015,3,35655664,1650506,2015-09-01,9,0.34770468008630917,0.08299148380580632,0.238683827278959,0.06819920458653995
REGIONS FINANCIAL CORPORATION,124891540,81515047,23079244,115245,0,0,2015,3,23194489,0,2015-09-01,9,0.6526866991951576,0.18479429431328975,0.2831286351340753,0
"BANK OF NEW YORK MELLON CORPORATION, THE",377371e3,63984000,3447000,600000,0,155e3,2015,3,4047000,155e3,2015-09-01,9,0.16955197935188449,0.00913424719970533,0.0538728432108027,0.044966637655932694
TD GROUP US HOLDINGS LLC,261164836,125988608,21695802,3796387,5e3,731090,2015,3,25492189,726090,2015-09-01,9,0.48241030427235615,0.08307321281185037,0.17220447423309893,0.03346684303258299
EVERBANK FINANCIAL CORP,25214743,22361135,757211,0,0,93584,2015,3,757211,93584,2015-09-01,9,0.8868277975309921,0.030030486529249972,0.0338628159974885,0.12359038629919533
"FOX CHASE BANCORP, INC.",1101212,750149,195163,0,13527,0,2015,3,195163,-13527,2015-09-01,9,0.6812030744307181,0.17722563865994923,0.2601656470914445,-0.0693112936366012
"FLAGSTAR BANCORP, INC.",12519193,8430644,313504,0,0,0,2015,3,313504,0,2015-09-01,9,0.6734175277911284,0.025041869711570068,0.03718624579569485,0
"SANTANDER HOLDINGS USA, INC.",130986871,81573906,17426875,1513971,10607,1615,2015,3,18940846,-8992,2015-09-01,9,0.6227639867815454,0.1330429138963095,0.21363296003013513,-5.159846501452497e-4
ZIONS BANCORPORATION,59669525,40799422,11901133,56167,40314,0,2015,4,11957300,-40314,2015-12-01,12,0.6837564401593611,0.19945077491399504,0.2916985686708993,-0.0033874085769817043
JPMORGAN CHASE & CO.,2351698e3,850732000,111422000,31087000,1386071e3,1414212e3,2015,4,142509000,28141e3,2015-12-01,12,0.3617522317916671,0.047379382896953606,0.1309719159500289,0.25256233059898403
"COMMERCE BANCSHARES, INC.",24625092,12445379,2771359,0,0,0,2015,4,2771359,0,2015-12-01,12,0.5053942133495379,0.11254207700015903,0.22268176806829265,0
KEYCORP,95270648,62367034,22791664,1041792,4691,534886,2015,4,23833456,530195,2015-12-01,12,0.65463010181268,0.23923070198913732,0.3654440902224082,0.023262671825979884
"PNC FINANCIAL SERVICES GROUP, INC., THE",358690085,208224430,62898840,3733886,0,91322,2015,4,66632726,91322,2015-12-01,12,0.5805134814362097,0.17535706346608382,0.30207233608467554,0.0014518868710456346
BANK OF AMERICA CORPORATION,2147391e3,930858000,175679000,59116000,924143e3,9283e5,2015,4,234795000,4157e3,2015-12-01,12,0.4334832361689138,0.08181043880690568,0.1887280337065374,0.023662475310082594
BB&T CORPORATION,209947022,136985883,23341453,363321,0,0,2015,4,23704774,0,2015-12-01,12,0.6524783333197267,0.11117782370830676,0.17039312729765008,0
"BBVA COMPASS BANCSHARES, INC.",89967342,61394666,18236772,668859,0,0,2015,4,18905631,0,2015-12-01,12,0.682410579607876,0.20270435465349193,0.2970416355062507,0
HANCOCK HOLDING COMPANY,22848776,15723761,5183905,13960,0,0,2015,4,5197865,0,2015-12-01,12,0.6881664470779529,0.226878892768698,0.32968607192643035,0
STATE STREET CORPORATION,245198879,18798797,2988589,205542,84832,56515,2015,4,3194131,-28317,2015-12-01,12,0.07666754871256977,0.012188428479724005,0.15897767287981246,-0.009475039893407892
UNIVEST CORPORATION OF PENNSYLVANIA,2879451,2183693,409759,0,0,0,2015,4,409759,0,2015-12-01,12,0.7583713006402957,0.14230455736180264,0.18764496657726154,0
U.S. BANCORP,421853e3,263001000,65637000,826000,2e5,235e3,2015,4,66463000,35e3,2015-12-01,12,0.6234422891386336,0.15559211384060323,0.24956939327226893,5.332358273534744e-4
WELLS FARGO & COMPANY,1787632e3,931918000,155648000,9607000,3807e3,4717e3,2015,4,165255000,91e4,2015-12-01,12,0.5213142302218802,0.08706937445738273,0.16701898664903994,0.005846525493421052
"POPULAR, INC.",35769e3,23094000,2040000,10000,0,0,2015,4,2050000,0,2015-12-01,12,0.6456428751153234,0.05703262601694205,0.08833463237204468,0
"SUNTRUST BANKS, INC.",190989105,138316045,43349135,1622403,0,325e3,2015,4,44971538,325e3,2015-12-01,12,0.7242090851203267,0.2269717688870263,0.3134064092130454,0.007497266093083518
"CITIZENS FINANCIAL GROUP, INC.",138574068,99384295,26887003,366405,0,0,2015,4,27253408,0,2015-12-01,12,0.7171925919068782,0.19402622285722318,0.2705357320288885,0
ZIONS BANCORPORATION,59179913,41526949,12265014,32152,58695,0,2016,1,12297166,-58695,2016-03-01,3,0.7017068274500505,0.2072496118742182,0.29535071309958266,-0.0047855632288719765
JPMORGAN CHASE & CO.,2423808e3,863525000,117070000,34599000,1511148e3,1546933e3,2016,1,151669000,35785e3,2016-03-01,3,0.356267905708703,0.04830003036544149,0.1355722185229148,0.3056718202784659
"COMMERCE BANCSHARES, INC.",24519161,12759128,2923878,0,0,0,2016,1,2923878,0,2016-03-01,3,0.5203737599341185,0.11924869696805694,0.22915970433089158,0
KEYCORP,98570702,62917138,23633639,1068250,9387,329597,2016,1,24701889,320210,2016-03-01,3,0.6382945106751903,0.2397633223713878,0.3756311833510291,0.013548907978157743
"PNC FINANCIAL SERVICES GROUP, INC., THE",361187040,208996710,64505109,3973108,0,72376,2016,1,68478217,72376,2016-03-01,3,0.5786384528082735,0.1785919810411802,0.30864174369060643,0.001122019652737894
BANK OF AMERICA CORPORATION,2188633e3,930805000,180435000,62744000,931652e3,944118e3,2016,1,243179000,12466e3,2016-03-01,3,0.4252905809242573,0.08244187125022788,0.19384833558049216,0.06908859145952836
BB&T CORPORATION,212405266,136670870,24013687,367593,0,0,2016,1,24381280,0,2016-03-01,3,0.643443887120953,0.11305598703941737,0.1757045008932774,0
"BBVA COMPASS BANCSHARES, INC.",92152260,62201474,19124900,654010,0,0,2016,1,19778910,0,2016-03-01,3,0.6749858766350386,0.20753587595138742,0.3074669902517101,0
HANCOCK HOLDING COMPANY,22817169,16002139,5345991,14263,0,0,2016,1,5360254,0,2016-03-01,3,0.7013200892713728,0.23429685777407355,0.3340797752100516,0
STATE STREET CORPORATION,243685368,19186845,3091760,253829,0,36566,2016,1,3345589,36566,2016-03-01,3,0.07873613897080599,0.012687507770265468,0.1611395724518544,0.011826920588920226
UNIVEST CORPORATION OF PENNSYLVANIA,2824777,2187074,410944,0,0,0,2016,1,410944,0,2016-03-01,3,0.7742466042452201,0.1454783864354602,0.18789670582705478,0
U.S. BANCORP,428638e3,267550000,68027000,869000,2e5,235e3,2016,1,68896000,35e3,2016-03-01,3,0.6241863763828686,0.15870501448774957,0.2542590170061671,5.145015949549444e-4
WELLS FARGO & COMPANY,1849182e3,959811000,173843000,13681000,3783e3,4658e3,2016,1,187524000,875e3,2016-03-01,3,0.5190462593730634,0.09401075718885432,0.1811221167500685,0.0050332771523731185
"POPULAR, INC.",36147e3,22932000,2115000,10000,0,0,2016,1,2125000,0,2016-03-01,3,0.6344094945638642,0.05851107975765624,0.09222919937205651,0
"SUNTRUST BANKS, INC.",194253274,141669018,42109839,2024366,0,64e4,2016,1,44134205,64e4,2016-03-01,3,0.7293005419306343,0.21677801425370055,0.2972409888519168,0.015198348300500509
"CITIZENS FINANCIAL GROUP, INC.",140409385,101706202,28407818,541771,0,0,2016,1,28949589,0,2016-03-01,3,0.7243547288523484,0.20232136192320763,0.2793125437915772,0
MERCANTIL COMMERCEBANK HOLDING CORPORATION,8007214,5407705,1527849,250877,0,0,2016,1,1778726,0,2016-03-01,3,0.6753541244183058,0.19080906292750513,0.28253186887968185,0
ASSOCIATED BANC-CORP,28178867,19355579,6049783,1444,0,0,2016,1,6051227,0,2016-03-01,3,0.6868827976653568,0.2146922017836984,0.31256016676122167,0
NORTHERN TRUST CORPORATION,117798813,34144872,6148680,319888,0,48600,2016,1,6468568,48600,2016-03-01,3,0.28985752173920465,0.05219645124947057,0.18007623516644022,0.007904135521770526
COMERICA INCORPORATED,69131436,49384282,26136700,1577013,0,0,2016,1,27713713,0,2016-03-01,3,0.7143534816780025,0.3780725746822328,0.5292513921737285,0
BMO FINANCIAL CORP.,125793219,68343358,26218037,218870,0,14661,2016,1,26436907,14661,2016-03-01,3,0.5432992218761807,0.20842170355780465,0.38362231191508034,5.591951830718676e-4
BANK LEUMI LE-ISRAEL CORPORATION,6364926,3953369,1551608,142267,0,0,2016,1,1693875,0,2016-03-01,3,0.6211178260359979,0.24377471159916078,0.39247740345007004,0
MUFG AMERICAS HOLDINGS CORPORATION,120914763,79439646,19797828,2020055,0,1e4,2016,1,21817883,1e4,2016-03-01,3,0.6569888078927136,0.16373375350369748,0.24921848216695225,5.051059136386072e-4
"AMERICAN CHARTERED BANCORP, INC.",2808374,2030126,708743,0,0,0,2016,1,708743,0,2016-03-01,3,0.7228830632957006,0.2523677401941479,0.3491128136874263,0
"JOHNSON FINANCIAL GROUP, INC.",4297888,3366987,660341,0,0,0,2016,1,660341,0,2016-03-01,3,0.7834050119500555,0.15364313821113998,0.19612223035016174,0
ALLY FINANCIAL INC.,156505e3,110915000,39694000,25000,0,0,2016,1,39719000,0,2016-03-01,3,0.7086994025749976,0.25362767962684896,0.35787765405941485,0
BOK FINANCIAL CORPORATION,31450894,16315289,6606529,0,0,0,2016,1,6606529,0,2016-03-01,3,0.5187543794462568,0.21005854396380594,0.4049287144101462,0
CITIGROUP INC.,1800967e3,634408000,47671000,114298000,954289e3,999272e3,2016,1,161969000,44983e3,2016-03-01,3,0.3522596471784325,0.02646966879459757,0.07514249505050377,0.9436135176522414
MORGAN STANLEY,807497e3,118620000,16767000,5147000,677585e3,714353e3,2016,1,21914000,36768e3,2016-03-01,3,0.14689837856982751,0.020764163829710823,0.14135053110773899,2.1928788692073717
"UTRECHT-AMERICA HOLDINGS, INC.",25082990,17768173,573343,0,0,0,2016,1,573343,0,2016-03-01,3,0.7083753970320126,0.02285784111064909,0.032267977129668876,0
"GOLDMAN SACHS GROUP, INC., THE",878102e3,94716000,14659000,8319000,919424e3,975112e3,2016,1,22978000,55688e3,2016-03-01,3,0.10786446221509574,0.01669396038273458,0.15476793783521264,3.7988948768674535
NATIONAL CONSUMER COOPERATIVE BANK,2175019,1739622,451821,0,0,0,2016,1,451821,0,2016-03-01,3,0.7998192199700325,0.20773197843329186,0.25972366410634035,0
F.N.B. CORPORATION,20324524,14173282,2803584,0,83010,51194,2016,1,2803584,-31816,2016-03-01,3,0.6973487792383232,0.13794094267595147,0.19780767785471284,-0.011348331278820253
RBC USA HOLDCO CORPORATION,139892217,26336287,7311060,248783,520,10173,2016,1,7559843,9653,2016-03-01,3,0.1882612740349951,0.052262092608054096,0.277604052537854,0.001320328379195356
HSBC NORTH AMERICA HOLDINGS INC.,289057276,97906530,25807626,10783179,85996567,87333839,2016,1,36590805,1337272,2016-03-01,3,0.3387097925879575,0.08928204941639317,0.2635945324586624,0.051816931940969695
REGIONS FINANCIAL CORPORATION,125747379,81957386,24368968,95491,0,0,2016,1,24464459,0,2016-03-01,3,0.6517621810630343,0.19379304915770848,0.2973370575777026,0
"BANK OF NEW YORK MELLON CORPORATION, THE",37287e4,61471000,2901000,473000,0,405e3,2016,1,3374000,405e3,2016-03-01,3,0.16485906616246948,0.007780191487649851,0.04719298531014625,0.13960703205791106
TD GROUP US HOLDINGS LLC,274307260,134769784,24838947,3865708,5e3,761878,2016,1,28704655,756878,2016-03-01,3,0.4913095774424636,0.09055154792476146,0.18430649855460182,0.030471420547739
EVERBANK FINANCIAL CORP,26641399,23893815,824455,0,0,54586,2016,1,824455,54586,2016-03-01,3,0.8968678784473744,0.030946385360618636,0.034504954524842514,0.06620858627820803
"FOX CHASE BANCORP, INC.",1131783,787280,193075,0,12116,0,2016,1,193075,-12116,2016-03-01,3,0.6956103776077216,0.17059365620441375,0.24524311553703892,-0.06275281626311019
"FLAGSTAR BANCORP, INC.",13736630,8692333,414133,0,0,0,2016,1,414133,0,2016-03-01,3,0.6327849698215646,0.030148078531634034,0.04764348075482152,0
"SANTANDER HOLDINGS USA, INC.",131024627,83637583,18122410,1860734,11579,1252,2016,1,19983144,-10327,2016-03-01,3,0.6383348299858164,0.13831300584431352,0.21667783010898342,-5.698469464050311e-4
"GE CAPITAL GLOBAL HOLDINGS, LLC",287622464,71271334,12559580,24904042,0,612526,2016,1,37463622,612526,2016-03-01,3,0.24779474109504881,0.043666895225541215,0.17622204180996529,0.04876962446196449
ZIONS BANCORPORATION,59642992,42648087,12174646,60514,102124,0,2016,2,12235160,-102124,2016-06-01,6,0.715056129310213,0.20412533965432184,0.285467575603098,-0.008388252110164024
JPMORGAN CHASE & CO.,2466096e3,886977000,120522000,36183000,126582e4,1305633e3,2016,2,156705000,39813e3,2016-06-01,6,0.35966848005917046,0.04887157677559998,0.1358795098407287,0.33033802957136454
"COMMERCE BANCSHARES, INC.",24726507,13126079,3066374,0,0,0,2016,2,3066374,0,2016-06-01,6,0.5308505160069718,0.1240116123154799,0.23360929032957975,0
KEYCORP,101406977,64280060,24848788,1109747,25050,349040,2016,2,25958535,323990,2016-06-01,6,0.6338820256913881,0.2450402204574149,0.38657070326318926,0.013038462881972352
"PNC FINANCIAL SERVICES GROUP, INC., THE",361528406,211299245,64924826,3888976,0,58636,2016,2,68813802,58636,2016-06-01,6,0.5844609759378078,0.1795843007699926,0.3072648271885685,9.031368062503548e-4
BANK OF AMERICA CORPORATION,2189811e3,932978000,183235000,59491000,844002e3,856588e3,2016,2,242726000,12586e3,2016-06-01,6,0.4260541206524216,0.08367617113988376,0.1963979858045956,0.0686877507026496
BB&T CORPORATION,221858615,144710872,25248698,356863,0,0,2016,2,25605561,0,2016-06-01,6,0.6522661831274842,0.11380535301728084,0.1744768561687611,0
"BBVA COMPASS BANCSHARES, INC.",91753156,61788375,18646399,719386,0,0,2016,2,19365785,0,2016-06-01,6,0.6734196151247375,0.20322351636602015,0.30177843324088066,0
HANCOCK HOLDING COMPANY,23071656,16078099,5230580,14662,0,0,2016,2,5245242,0,2016-06-01,6,0.6968766784664265,0.2267102110052265,0.3253232860427094,0
STATE STREET CORPORATION,255396733,19839408,3101626,243180,0,36509,2016,2,3344806,36509,2016-06-01,6,0.07768074308139251,0.012144344853463728,0.1563366205281932,0.011770922735365256
UNIVEST CORPORATION OF PENNSYLVANIA,3107617,2349694,467997,0,0,0,2016,2,467997,0,2016-06-01,6,0.7561079759828834,0.1505967434210844,0.1991735945191161,0
U.S. BANCORP,438463e3,271912000,68179000,902000,125e3,16e4,2016,2,69081000,35e3,2016-06-01,6,0.6201481082782355,0.1554954465941254,0.25073920974432906,5.133545519881488e-4
WELLS FARGO & COMPANY,1889235e3,974706000,175582000,14323000,3424e3,4228e3,2016,2,189905000,804e3,2016-06-01,6,0.5159262876243559,0.09293814692190225,0.18013842122650317,0.0045790570787438345
"POPULAR, INC.",37606e3,22948000,2090000,9000,0,0,2016,2,2099000,0,2016-06-01,6,0.6102217731213104,0.05557623783438813,0.09107547498692696,0
"SUNTRUST BANKS, INC.",199276480,144139334,42550715,1758580,0,689800,2016,2,44309295,689800,2016-06-01,6,0.7233133282964452,0.21352602675438667,0.2952054364286157,0.016211243453840906
"CITIZENS FINANCIAL GROUP, INC.",145568297,104376275,29624521,622262,0,0,2016,2,30246783,0,2016-06-01,6,0.7170261461532383,0.20350942897958063,0.28382427903275914,0
ZIONS BANCORPORATION,61038860,42700007,11965988,64696,107133,0,2016,3,12030684,-107133,2016-09-01,9,0.699554464156113,0.19603885131537516,0.2802338650670479,-0.008953126143867101
JPMORGAN CHASE & CO.,2521029e3,907161000,124749760,37702000,1217088e3,1239444e3,2016,3,162451760,22356e3,2016-09-01,9,0.35983759012688865,0.049483667185105766,0.13751667013903818,0.1792067575921589
"COMMERCE BANCSHARES, INC.",24751420,13241405,2989690,0,0,0,2016,3,2989690,0,2016-09-01,9,0.534975569078461,0.12078862546068064,0.22578344216493643,0
KEYCORP,136228389,88348235,29643216,1176324,34142,430202,2016,3,30819540,396060,2016-09-01,9,0.6485302780758863,0.21759940213342757,0.3355269745909468,0.013360898493604742
"PNC FINANCIAL SERVICES GROUP, INC., THE",369441905,212441531,66363406,3842641,0,50310,2016,3,70206047,50310,2016-09-01,9,0.5750336605697179,0.17963150660994995,0.31238433317447706,7.58098521947472e-4
BANK OF AMERICA CORPORATION,2198884e3,945501000,190844000,61057000,803211e3,811805e3,2016,3,251901000,8594e3,2016-09-01,9,0.4299913046800104,0.08679129958651752,0.20184431322653282,0.04503154408836536
BB&T CORPORATION,222622299,145111574,25240631,347827,0,0,2016,3,25588458,0,2016-09-01,9,0.6518285663737575,0.11337871863411131,0.17393947501389517,0
"BBVA COMPASS BANCSHARES, INC.",89356838,60313126,17495220,629870,0,0,2016,3,18125090,0,2016-09-01,9,0.6749693403430412,0.19579050010699797,0.2900731757793486,0
HANCOCK HOLDING COMPANY,23114262,16113382,5159510,14781,0,0,2016,3,5174291,0,2016-09-01,9,0.6971186014937444,0.22321759613177353,0.3202003154893243,0
STATE STREET CORPORATION,256145013,21502724,3157421,274978,0,0,2016,3,3432399,0,2016-09-01,9,0.08394746299433126,0.012326693239192598,0.14683818664091117,0
UNIVEST CORPORATION OF PENNSYLVANIA,4140444,3194205,658466,0,16519,0,2016,3,658466,-16519,2016-09-01,9,0.771464364691323,0.15903270277293932,0.20614393878915097,-0.02508709637247785
U.S. BANCORP,454134e3,276018000,68715000,969000,125e3,16e4,2016,3,69684000,35e3,2016-09-01,9,0.6077897713009817,0.15130996578102499,0.24895115535943307,5.093502146547333e-4
WELLS FARGO & COMPANY,1942124e3,984894000,174069000,14960000,3155e3,3993e3,2016,3,189029000,838e3,2016-09-01,9,0.5071220993098278,0.08962815968496347,0.1767388165630007,0.004814182881501014
"POPULAR, INC.",39054e3,22956000,2026000,9000,0,0,2016,3,2035000,0,2016-09-01,9,0.5878015056076202,0.05187688841091822,0.08825579369228088,0
"SUNTRUST BANKS, INC.",205247179,145320480,42034658,2063115,169800,954800,2016,3,44097773,785e3,2016-09-01,9,0.7080266862035653,0.20480017413540189,0.28925487997287097,0.018675065704114924
"CITIZENS FINANCIAL GROUP, INC.",147442174,105941739,30157593,699471,0,0,2016,3,30857064,0,2016-09-01,9,0.7185307712568048,0.20453844501777355,0.28466205373502507,0
MERCANTIL COMMERCEBANK HOLDING CORPORATION,8473848,5749578,1532226,219633,0,0,2016,3,1751859,0,2016-09-01,9,0.6785085123075136,0.180818206793419,0.2664936452727487,0
ASSOCIATED BANC-CORP,29152764,20076800,5044659,352,0,0,2016,3,5045011,0,2016-09-01,9,0.6886756946957071,0.17304221994182095,0.25126808057060884,0
NORTHERN TRUST CORPORATION,120084996,33423002,5535554,321629,0,0,2016,3,5857183,0,2016-09-01,9,0.27832787703136536,0.046096966185517466,0.16562108933243042,0
COMERICA INCORPORATED,74396636,49277184,25088055,1446287,0,0,2016,3,26534342,0,2016-09-01,9,0.6623576904740693,0.33722028775602164,0.5091211177976404,0
BMO FINANCIAL CORP.,129609619,68303000,26466576,258383,0,300,2016,3,26724959,300,2016-09-01,9,0.526990207416627,0.2042022513776543,0.38748775310015665,1.1335051424861305e-5
BANK LEUMI LE-ISRAEL CORPORATION,7128570,4513978,1607923,125810,0,0,2016,3,1733733,0,2016-09-01,9,0.6332234936319626,0.22556038588384486,0.35620975556371787,0
MUFG AMERICAS HOLDINGS CORPORATION,151117204,80098206,18936021,1763834,0,1e4,2016,3,20699855,1e4,2016-09-01,9,0.5300402858168286,0.12530685123051907,0.23641005143111446,5.28094048902882e-4
"JOHNSON FINANCIAL GROUP, INC.",4600354,3548699,723826,0,0,0,2016,3,723826,0,2016-09-01,9,0.7713969403224187,0.15734136981632282,0.2039693983626112,0
ALLY FINANCIAL INC.,157397e3,115015000,41697000,45000,0,0,2016,3,41742000,0,2016-09-01,9,0.7307318436818999,0.2649161038647496,0.362535321479807,0
BOK FINANCIAL CORPORATION,32904792,16873400,6377118,1436,2215,2078,2016,3,6378554,-137,2016-09-01,9,0.5127946105843794,0.19380514546331123,0.3779391231168585,-2.1483058648122868e-5
CITIGROUP INC.,1818117e3,655198000,52843000,108185000,96807e4,1008468e3,2016,3,161028000,40398e3,2016-09-01,9,0.3603717472527896,0.029064686156061465,0.08065195559205003,0.7644910394943512
MORGAN STANLEY,813891e3,124894000,15540000,4611000,523408e3,559499e3,2016,3,20151000,36091e3,2016-09-01,9,0.1534529808045549,0.019093465832648353,0.12442551283488398,2.3224581724581723
"UTRECHT-AMERICA HOLDINGS, INC.",25497139,18394475,566770,0,0,0,2016,3,566770,0,2016-09-01,9,0.721432902726851,0.02222876849045691,0.030811969354928585,0
"GOLDMAN SACHS GROUP, INC., THE",880006e3,95527000,15419000,7210000,748457e3,801733e3,2016,3,22629000,53276e3,2016-09-01,9,0.10855266895907528,0.017521471444512878,0.16140986318004333,3.4552175886892793
NATIONAL CONSUMER COOPERATIVE BANK,2255131,1784773,469057,0,0,0,2016,3,469057,0,2016-09-01,9,0.7914276376849061,0.20799545569636532,0.26281045264579866,0
DB USA CORPORATION,20336e4,16002000,1764000,456000,141e3,15e3,2016,3,2220000,-126e3,2016-09-01,9,0.07868804091266719,0.008674272226593234,0.11023622047244094,-0.07142857142857142
F.N.B. CORPORATION,21583914,14791308,2843613,0,0,0,2016,3,2843613,0,2016-09-01,9,0.6852931308010215,0.13174686481793801,0.19224892078509892,0
RBC USA HOLDCO CORPORATION,142592651,34826132,7832028,248856,1780,6047,2016,3,8080884,4267,2016-09-01,9,0.2442351113873323,0.05492588815113621,0.22488940201570476,5.448141911647916e-4
HSBC NORTH AMERICA HOLDINGS INC.,304439042,85879566,23184186,9856790,65751612,67748015,2016,3,33040976,1996403,2016-09-01,9,0.2820911714733355,0.07615378713483141,0.2699616111241177,0.08611054966518988
REGIONS FINANCIAL CORPORATION,125307103,81453515,22460715,77060,5e3,57500,2016,3,22537775,52500,2016-09-01,9,0.6500311079731849,0.17924534573271556,0.2757488734525453,0.00233741445897871
"BANK OF NEW YORK MELLON CORPORATION, THE",374114e3,65778000,3417000,531000,0,178e3,2016,3,3948000,178e3,2016-09-01,9,0.17582341211502375,0.009133579604077902,0.05194745963696069,0.0520924787825578
TD GROUP US HOLDINGS LLC,338630403,145644583,29436747,5315749,5e3,699412,2016,3,34752496,694412,2016-09-01,9,0.4300989565901441,0.08692883668806312,0.20211357260022503,0.02358997072604524
EVERBANK FINANCIAL CORP,28703045,26045579,765093,0,0,0,2016,3,765093,0,2016-09-01,9,0.9074151888763021,0.026655464603145763,0.029375158064253438,0
"FLAGSTAR BANCORP, INC.",14272486,10086512,512109,3465,0,0,2016,3,515574,0,2016-09-01,9,0.7067102395476162,0.03588085495407037,0.05077166417885588,0
"SANTANDER HOLDINGS USA, INC.",139230888,89903927,17441680,1783122,9237,923,2016,3,19224802,-8314,2016-09-01,9,0.6457182618845324,0.12527162794508645,0.19400353891104222,-4.7667426532306523e-4
HARBORONE MUTUAL BANCSHARES,2350039,2034701,73259,0,8e3,0,2016,3,73259,-8e3,2016-09-01,9,0.8658158439072713,0.031173525205326378,0.03600479873947081,-0.10920159980343712
BARCLAYS US LLC,221861e3,34975000,179000,0,198e3,0,2016,3,179000,-198e3,2016-09-01,9,0.15764374991548763,8.068114720478138e-4,0.005117941386704789,-1.106145251396648
MIZUHO AMERICAS LLC,46763e3,6005000,2433000,593000,1869e3,1904e3,2016,3,3026000,35e3,2016-09-01,9,0.12841348929709387,0.052028312982486155,0.4051623646960866,0.014385532264693794
ZIONS BANCORPORATION,63239165,42821199,11252431,109186,137016,0,2016,4,11361617,-137016,2016-12-01,12,0.6771309994368205,0.17793452838917148,0.262777111869287,-0.012176568778782114
JPMORGAN CHASE & CO.,2490972e3,912208000,124064540,34207000,959408e3,978994e3,2016,4,158271540,19586e3,2016-12-01,12,0.3662056418137177,0.049805674250854685,0.13600466121761703,0.15786944440369505
"COMMERCE BANCSHARES, INC.",25659294,13429666,2855287,0,0,0,2016,4,2855287,0,2016-12-01,12,0.5233840806376044,0.11127691198362667,0.21261042530767332,0
KEYCORP,136825848,88762259,30070730,1256616,4374,262919,2016,4,31327346,258545,2016-12-01,12,0.6487243477562806,0.21977375210566938,0.3387783314527856,0.008597895694584069
"PNC FINANCIAL SERVICES GROUP, INC., THE",366872249,213283999,66670442,3922727,0,50034,2016,4,70593169,50034,2016-12-01,12,0.5813576785416659,0.18172658788372953,0.3125899847742446,7.504675010254169e-4
BANK OF AMERICA CORPORATION,2189266e3,946954000,192902000,59810000,614356e3,603979e3,2016,4,252712000,-10377e3,2016-12-01,12,0.43254405814551544,0.08811263683810007,0.20370788866196246,-0.05379415454479477
BB&T CORPORATION,219276323,145037682,25953247,394181,0,0,2016,4,26347428,0,2016-12-01,12,0.6614379519671169,0.1183586382921972,0.17894140779221776,0
"BBVA COMPASS BANCSHARES, INC.",87079953,60223112,17769364,692590,0,0,2016,4,18461954,0,2016-12-01,12,0.6915841123616592,0.20405803388525026,0.29505888038466027,0
HANCOCK HOLDING COMPANY,23984114,16786233,5518171,14983,0,0,2016,4,5533154,0,2016-12-01,12,0.6998896436199394,0.23007608286051343,0.3287319436111723,0
STATE STREET CORPORATION,242709356,19756887,3332068,226619,0,0,2016,4,3558687,0,2016-12-01,12,0.08140142319029514,0.013728634342386043,0.16865349283012046,0
UNIVEST CORPORATION OF PENNSYLVANIA,4230528,3291776,710189,0,27919,0,2016,4,710189,-27919,2016-12-01,12,0.7781005113309734,0.16787242632598107,0.21574645419372399,-0.03931207044885235
U.S. BANCORP,445964e3,277229000,68079000,998000,25e3,5e4,2016,4,69077000,25e3,2016-12-01,12,0.6216398633073522,0.152655819752267,0.24556954719744326,3.672204350827715e-4
WELLS FARGO & COMPANY,1930115e3,988774000,168367000,17185000,3106e3,3656e3,2016,4,185552000,55e4,2016-12-01,12,0.5122876098056334,0.08723158982754914,0.17027854696826575,0.0032666733979936687
"POPULAR, INC.",38662e3,23114000,2069000,9000,0,0,2016,4,2078000,0,2016-12-01,12,0.5978480161398789,0.05351507940613522,0.08951284935536905,0
"SUNTRUST BANKS, INC.",205214392,147543120,42799340,2178826,0,77e4,2016,4,44978166,77e4,2016-12-01,12,0.7189706265825645,0.20855915407726375,0.29008021519403954,0.017990931635861674
"CITIZENS FINANCIAL GROUP, INC.",150022885,108232204,30775692,999238,0,0,2016,4,31774930,0,2016-12-01,12,0.7214379592820122,0.20513998247667348,0.28434875076553,0
ZIONS BANCORPORATION,65462677,42869885,11087628,96792,124691,0,2017,1,11184420,-124691,2017-03-01,3,0.6548752199669439,0.16937327509536465,0.2586344236752676,-0.011245958107541126
JPMORGAN CHASE & CO.,254629e4,917375000,130229190,32597000,934815e3,967607e3,2017,1,162826190,32792e3,2017-03-01,3,0.36027907269007065,0.05114468108502959,0.14195851205886362,0.2518022265207977
"COMMERCE BANCSHARES, INC.",25329288,13590628,2979698,0,0,0,2017,1,2979698,0,2017-03-01,3,0.5365578377094532,0.11763844289661833,0.21924652782785314,0
KEYCORP,134972587,89074040,30442259,1217418,8261,316804,2017,1,31659677,308543,2017-03-01,3,0.6599417109786894,0.22554401361514986,0.3417635373897939,0.01013535165048034
"PNC FINANCIAL SERVICES GROUP, INC., THE",371278327,214179887,68772243,3891306,0,5e4,2017,1,72663549,5e4,2017-03-01,3,0.5768715042717805,0.18523096555539048,0.3210957105416719,7.270375055238492e-4
